TS;Model;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1622878706000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878706000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878706000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878706000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878707000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878707000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878707000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878708000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878708000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878708000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
1622878709000000000;Eachine_TX805;5845;200.0;23.01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-200.0;-23.01
