TS;Test;Model;Target Band;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1623849912000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,07;14,32;2,07;0,35
1623849912000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,06;14,32;2,06;0,34
1623849913000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,07;14,33;2,07;0,35
1623849913000000000;20210616_1623849663;EACHINE_TX805;A;5725;25,0;13,98;Teststand, bench band-A pwr-all;27,12;14,33;2,12;0,35
1623849964000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;179,4;22,54;-20,6;-0,47
1623849965000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;179,22;22,53;-20,78;-0,48
1623849965000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,82;22,52;-21,18;-0,49
1623849966000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;179,13;22,53;-20,87;-0,48
1623849966000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,8;22,52;-21,2;-0,49
1623849967000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,92;22,53;-21,08;-0,48
1623849967000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,86;22,53;-21,14;-0,48
1623849967000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,87;22,53;-21,13;-0,48
1623849968000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,4;22,51;-21,6;-0,5
1623849968000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,43;22,51;-21,57;-0,5
1623849969000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,57;22,52;-21,43;-0,49
1623849969000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,4;22,51;-21,6;-0,5
1623849969000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,41;22,51;-21,59;-0,5
1623849970000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,97;22,5;-22,03;-0,51
1623849970000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,0;22,5;-22,0;-0,51
1623849971000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;178,2;22,51;-21,8;-0,5
1623849971000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,92;22,5;-22,08;-0,51
1623849971000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,62;22,49;-22,38;-0,52
1623849972000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,53;22,49;-22,47;-0,52
1623849972000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,65;22,5;-22,35;-0,51
1623849973000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,46;22,49;-22,54;-0,52
1623849973000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,63;22,5;-22,37;-0,51
1623849973000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,98;22,48;-23,02;-0,53
1623849974000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,84;22,48;-23,16;-0,53
1623849974000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;177,04;22,48;-22,96;-0,53
1623849975000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,81;22,48;-23,19;-0,53
1623849975000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,65;22,47;-23,35;-0,54
1623849976000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,65;22,47;-23,35;-0,54
1623849976000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,5;22,47;-23,5;-0,54
1623849976000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,55;22,47;-23,45;-0,54
1623849977000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,58;22,47;-23,42;-0,54
1623849977000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,18;22,46;-23,82;-0,55
1623849978000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,1;22,46;-23,9;-0,55
1623849978000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,35;22,46;-23,65;-0,55
1623849979000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,85;22,45;-24,15;-0,56
1623849979000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;176,05;22,46;-23,95;-0,55
1623849980000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,75;22,45;-24,25;-0,56
1623849981000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,48;22,44;-24,52;-0,57
1623849981000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,64;22,45;-24,36;-0,56
1623849981000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,66;22,45;-24,34;-0,56
1623849982000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,38;22,44;-24,62;-0,57
1623849982000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,3;22,44;-24,7;-0,57
1623849983000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,01;22,43;-24,99;-0,58
1623849983000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;174,92;22,43;-25,08;-0,58
1623849984000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;174,75;22,42;-25,25;-0,59
1623849984000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;174,97;22,43;-25,03;-0,58
1623849984000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;174,58;22,42;-25,42;-0,59
1623849985000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;174,93;22,43;-25,07;-0,58
1623849985000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;175,18;22,43;-24,82;-0,58
1623849986000000000;20210616_1623849663;EACHINE_TX805;A;5865;200,0;23,01;Teststand, bench band-A pwr-all;174,73;22,42;-25,27;-0,59
1623849995000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;183,37;22,63;-16,63;-0,38
1623849995000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;183,25;22,63;-16,75;-0,38
1623849996000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,91;22,62;-17,09;-0,39
1623849996000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,93;22,62;-17,07;-0,39
1623849996000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;183,05;22,63;-16,95;-0,38
1623849997000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,92;22,62;-17,08;-0,39
1623849997000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,89;22,62;-17,11;-0,39
1623849998000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,87;22,62;-17,13;-0,39
1623849998000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,54;22,61;-17,46;-0,4
1623849998000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,36;22,61;-17,64;-0,4
1623849999000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;183,01;22,62;-16,99;-0,39
1623849999000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,85;22,62;-17,15;-0,39
1623850000000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,22;22,61;-17,78;-0,4
1623850000000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,01;22,6;-17,99;-0,41
1623850000000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,35;22,61;-17,65;-0,4
1623850001000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,09;22,6;-17,91;-0,41
1623850001000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,01;22,6;-17,99;-0,41
1623850002000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,13;22,6;-17,87;-0,41
1623850002000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,94;22,6;-18,06;-0,41
1623850002000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;182,01;22,6;-17,99;-0,41
1623850003000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,88;22,6;-18,12;-0,41
1623850003000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,66;22,59;-18,34;-0,42
1623850004000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,35;22,59;-18,65;-0,42
1623850004000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,49;22,59;-18,51;-0,42
1623850005000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,12;22,58;-18,88;-0,43
1623850005000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,28;22,58;-18,72;-0,43
1623850005000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,27;22,58;-18,73;-0,43
1623850006000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,83;22,57;-19,17;-0,44
1623850006000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,82;22,57;-19,18;-0,44
1623850007000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,8;22,57;-19,2;-0,44
1623850007000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,74;22,57;-19,26;-0,44
1623850007000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,04;22,58;-18,96;-0,43
1623850008000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;181,04;22,58;-18,96;-0,43
1623850008000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,51;22,57;-19,49;-0,44
1623850009000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,54;22,57;-19,46;-0,44
1623850009000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,5;22,56;-19,5;-0,45
1623850009000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,31;22,56;-19,69;-0,45
1623850010000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,28;22,56;-19,72;-0,45
1623850010000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,14;22,56;-19,86;-0,45
1623850011000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,21;22,56;-19,79;-0,45
1623850011000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;180,22;22,56;-19,78;-0,45
1623850012000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,89;22,55;-20,11;-0,46
1623850012000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,7;22,55;-20,3;-0,46
1623850012000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,88;22,55;-20,12;-0,46
1623850013000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,66;22,54;-20,34;-0,47
1623850013000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,42;22,54;-20,58;-0,47
1623850014000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,22;22,53;-20,78;-0,48
1623850014000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,33;22,54;-20,67;-0,47
1623850014000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,41;22,54;-20,59;-0,47
1623850015000000000;20210616_1623849663;EACHINE_TX805;A;5845;200,0;23,01;Teststand, bench band-A pwr-all;179,08;22,53;-20,92;-0,48
1623850021000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,38;22,24;-32,62;-0,77
1623850022000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,74;22,25;-32,26;-0,76
1623850022000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,59;22,24;-32,41;-0,77
1623850023000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,72;22,25;-32,28;-0,76
1623850023000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,44;22,24;-32,56;-0,77
1623850023000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,49;22,24;-32,51;-0,77
1623850024000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;168,13;22,26;-31,87;-0,75
1623850024000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;167,0;22,23;-33,0;-0,78
1623850025000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,92;22,23;-33,08;-0,78
1623850025000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,92;22,23;-33,08;-0,78
1623850025000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,63;22,22;-33,37;-0,79
1623850026000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,77;22,22;-33,23;-0,79
1623850026000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,56;22,22;-33,44;-0,79
1623850027000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,24;22,21;-33,76;-0,8
1623850027000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,34;22,21;-33,66;-0,8
1623850027000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,3;22,21;-33,7;-0,8
1623850028000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,3;22,21;-33,7;-0,8
1623850028000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,23;22,21;-33,77;-0,8
1623850029000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;166,13;22,2;-33,87;-0,81
1623850029000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,9;22,2;-34,1;-0,81
1623850029000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,91;22,2;-34,09;-0,81
1623850030000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,81;22,2;-34,19;-0,81
1623850030000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,97;22,2;-34,03;-0,81
1623850031000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,95;22,2;-34,05;-0,81
1623850031000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,89;22,2;-34,11;-0,81
1623850032000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,96;22,2;-34,04;-0,81
1623850032000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,85;22,2;-34,15;-0,81
1623850032000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,61;22,19;-34,39;-0,82
1623850033000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,49;22,19;-34,51;-0,82
1623850033000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,63;22,19;-34,37;-0,82
1623850034000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,98;22,2;-34,02;-0,81
1623850034000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,69;22,19;-34,31;-0,82
1623850034000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,4;22,19;-34,6;-0,82
1623850035000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,59;22,19;-34,41;-0,82
1623850035000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,46;22,19;-34,54;-0,82
1623850036000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,16;22,18;-34,84;-0,83
1623850036000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,3;22,18;-34,7;-0,83
1623850036000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,12;22,18;-34,88;-0,83
1623850037000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,53;22,19;-34,47;-0,82
1623850037000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,62;22,19;-34,38;-0,82
1623850038000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,27;22,18;-34,73;-0,83
1623850038000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,36;22,18;-34,64;-0,83
1623850038000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;164,86;22,17;-35,14;-0,84
1623850039000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,1;22,18;-34,9;-0,83
1623850039000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,34;22,18;-34,66;-0,83
1623850040000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,15;22,18;-34,85;-0,83
1623850040000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,09;22,18;-34,91;-0,83
1623850040000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;164,78;22,17;-35,22;-0,84
1623850041000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;164,89;22,17;-35,11;-0,84
1623850041000000000;20210616_1623849663;EACHINE_TX805;A;5825;200,0;23,01;Teststand, bench band-A pwr-all;165,1;22,18;-34,9;-0,83
1623850049000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,23;22,36;-27,77;-0,65
1623850049000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,81;22,38;-27,19;-0,63
1623850049000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,81;22,38;-27,19;-0,63
1623850050000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,81;22,38;-27,19;-0,63
1623850050000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,7;22,37;-27,3;-0,64
1623850051000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,49;22,37;-27,51;-0,64
1623850051000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,38;22,36;-27,62;-0,65
1623850051000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,23;22,36;-27,77;-0,65
1623850052000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,34;22,36;-27,66;-0,65
1623850052000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,6;22,37;-27,4;-0,64
1623850053000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,54;22,37;-27,46;-0,64
1623850053000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,23;22,36;-27,77;-0,65
1623850053000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,32;22,36;-27,68;-0,65
1623850054000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,35;22,36;-27,65;-0,65
1623850054000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,05;22,36;-27,95;-0,65
1623850055000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,05;22,36;-27,95;-0,65
1623850055000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;172,26;22,36;-27,74;-0,65
1623850055000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,92;22,35;-28,08;-0,66
1623850056000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,84;22,35;-28,16;-0,66
1623850056000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,98;22,35;-28,02;-0,66
1623850057000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,63;22,35;-28,37;-0,66
1623850057000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,64;22,35;-28,36;-0,66
1623850057000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,56;22,34;-28,44;-0,67
1623850058000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,37;22,34;-28,63;-0,67
1623850058000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,23;22,34;-28,77;-0,67
1623850059000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,44;22,34;-28,56;-0,67
1623850059000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,34;22,34;-28,66;-0,67
1623850059000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,39;22,34;-28,61;-0,67
1623850060000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,42;22,34;-28,58;-0,67
1623850060000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,04;22,33;-28,96;-0,68
1623850061000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;171,32;22,34;-28,68;-0,67
1623850061000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;170,75;22,32;-29,25;-0,69
1623850061000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;170,46;22,32;-29,54;-0,69
1623850062000000000;20210616_1623849663;EACHINE_TX805;A;5805;200,0;23,01;Teststand, bench band-A pwr-all;170,49;22,32;-29,51;-0,69
